0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng
TKO|TKO|FXTK|FXTK|Tlokoeng|Tlokoeng|Tlokoeng|Tlokoeng|Lesotho|Lesotho
TKP|TKP|NTGT|NTGT|Takapoto|Takapoto|Takapoto|Takapoto|French Polynesia|French Polynesia
TKQ|TKQ|HTKA|HTKA|Kigoma|Kigoma|Kigoma|Kigoma|Tanzania|Tanzania
TKR|TKR|VGSG|VGSG|Thakurgaon|Thakurgaon|Thakurgaon|Thakurgaon|Bangladesh|Bangladesh
TKS|TKS|RJOS|RJOS|Tokushima|Tokushima|Tokushima|Tokushima|Japan|Japan
TKT|TKT|VTPT|VTPT|Tak|Tak|Tak|Tak|Thailand|Thailand
TKU|TKU|EFTU|EFTU|Turku|Turku|Turku|Turku|Finland|Finland
TKV|TKV|NTGO|NTGO|Tatakoto|Tatakoto|Tatakoto|Tatakoto|French Polynesia|French Polynesia
TKW|TKW|||Tekin|Tekin|Tekin|Tekin|Papua New Guinea|Papua New Guinea
TKX|TKX|NTKR|NTKR|Takaroa|Takaroa|Takaroa|Takaroa|French Polynesia|French Polynesia
TKY|TKY|YTKY|YTKY|Turkey Creek|Turkey Creek|Turkey Creek|Turkey Creek|Australia|Australia
TKZ|TKZ|NZTO|NZTO|Tokoroa|Tokoroa|Tokoroa|Tokoroa|New Zealand|New Zealand
TLA|TLA|PATE|PATE|Teller|Teller|Teller|Teller|United States|United States
TLB|TLB|OPTA|OPTA|Tarbela|Tarbela|Tarbela|Tarbela|Pakistan|Pakistan
TLC|TLC|MMTO|MMTO|Licenciado Adolfo Lopez Mateos International|Licenciado Adolfo Lopez Mateos International|Toluca|Toluca|Mexico|Mexico
TLD|TLD|FBTL|FBTL|Limpopo Valley|Limpopo Valley|Tuli Block|Tuli Block|Botswana|Botswana
TLE|TLE|FMST|FMST|Tulear|Tulear|Tulear|Tulear|Madagascar|Madagascar
TLF|TLF|||Telida|Telida|Telida|Telida|United States|United States
TLG|TLG|||Tulagi Island|Tulagi Island|Tulagi Island|Tulagi Island|Solomon Islands|Solomon Islands
TLH|TLH|KTLH|KTLH|Tallahassee Regional Airport|Tallahassee Regional Airport|Tallahassee|Tallahassee|United States|United States
TLI|TLI|WAMI|WAMI|Tolitoli|Tolitoli|Tolitoli|Tolitoli|Indonesia|Indonesia
TLJ|TLJ|PATL|PATL|Tatalina AFS|Tatalina AFS|Tatalina|Tatalina|United States|United States
TLK|TLK|||Talknafjordur|Talknafjordur|Talknafjordur|Talknafjordur|Iceland|Iceland
TLL|TLL|EETN|EETN|Ulemiste|Ulemiste|Tallinn|Tallinn|Estonia|Estonia
TLM|TLM|DAON|DAON|Zenata|Zenata|Tlemcen|Tlemcen|Algeria|Algeria
TLN|TLN|LFTH|LFTH|Le Palyvestre|Le Palyvestre|Hyeres|Hyeres|France|France
TLO|TLO|||Tol|Tol|Tol|Tol|Argentina|Argentina
TLP|TLP|||Tumolbil|Tumolbil|Tumolbil|Tumolbil|Papua New Guinea|Papua New Guinea
TLR|TLR|KTLR|KTLR|Mefford Field|Mefford Field|Tulare, CA|Tulare, CA|United States|United States
TLS|TLS|LFBO|LFBO|Blagnac|Blagnac|Toulouse|Toulouse|France|France
TLT|TLT|KTLT|KTLT|Tuluksak|Tuluksak|Tuluksak|Tuluksak|United States|United States
TLU|TLU|SKTL|SKTL|Tolu|Tolu|Tolu|Tolu|Colombia|Colombia
TLV|TLV|LLBG|LLBG|Ben Gurion Intl|Ben Gurion Intl|Tel Aviv Yafo|Tel Aviv Yafo|Israel|Israel
TLW|TLW|||Talasea|Talasea|Talasea|Talasea|Morocco|Morocco
TLX|TLX|SCTL|SCTL|Talca|Talca|Talca|Talca|Ethiopia|Ethiopia
TLZ|TLZ|SWKT|SWKT|Catalao|Catalao|Catalao|Catalao|Brazil|Brazil
TMA|TMA|KTMA|KTMA|Henry Tift Myers|Henry Tift Myers|Tifton, GA|Tifton, GA|United States|United States
TMB|TMB|KTMB|KTMB|Tamiami|Tamiami|Miami|Miami|United States|United States
TMC|TMC|WADT|WADT|Tjilik Riwut|Tjilik Riwut|Tambolaka|Tambolaka|Indonesia|Indonesia
TMD|TMD|GQNH|GQNH|Timbedra|Timbedra|Timbedra|Timbedra|Mauritania|Mauritania
TME|TME|SKTM|SKTM|Tame|Tame|Tame|Tame|Colombia|Colombia
TMG|TMG|WBKM|WBKM|Tomanggong|Tomanggong|Tomanggong|Tomanggong|Malaysia|Malaysia
TMH|TMH|WAKT|WAKT|Tanahmerah|Tanahmerah|Tanahmerah|Tanahmerah|China|China
TMI|TMI|VNTR|VNTR|Tumling Tar|Tumling Tar|Tumling Tar|Tumling Tar|Nepal|Nepal
TMJ|TMJ|UTST|UTST|Termez|Termez|Termez|Termez|Uzbekistan|Uzbekistan
TMK|TMK|||Tamky|Tamky|Tamky|Tamky|Vietnam|Vietnam
TML|TML|DGLE|DGLE|Tamale|Tamale|Tamale|Tamale|Ghana|Ghana
TMM|TMM|FMMT|FMMT|Tamatave|Tamatave|Tamatave|Tamatave|Madagascar|Madagascar
TMN|TMN|NGTM|NGTM|Tamana Island|Tamana Island|Tamana Island|Tamana Island|Kiribati|Kiribati
TMO|TMO|SVTM|SVTM|Tumeremo|Tumeremo|Tumeremo|Tumeremo|Venezuela|Venezuela
TMP|TMP|EFTP|EFTP|Tampere-pirkkala|Tampere-pirkkala|Tampere|Tampere|Finland|Finland
TMQ|TMQ|DFEM|DFEM|Tambao|Tambao|Tambao|Tambao|Burkina Faso|Burkina Faso
TMR|TMR|DAAT|DAAT|Aguemar|Aguemar|Tamanrasset|Tamanrasset|Algeria|Algeria
TMS|TMS|FPST|FPST|Sao Tome Is|Sao Tome Is|Sao Tome Is|Sao Tome Is|Sao Tome and Principe|Sao Tome and Principe
TMT|TMT|SBTB|SBTB|Trombetas|Trombetas|Trombetas|Trombetas|Brazil|Brazil
TMU|TMU|MRTR|MRTR|Tambor|Tambor|Tambor|Tambor|Costa Rica|Costa Rica
TMW|TMW|YSTW|YSTW|Tamworth Regional Airport|Tamworth Regional Airport|Tamworth|Tamworth|Australia|Australia
TMX|TMX|DAUT|DAUT|Timimoun|Timimoun|Timimoun|Timimoun|Algeria|Algeria
TMY|TMY|||Tiom|Tiom|Tiom|Tiom|Indonesia|Indonesia
TMZ|TMZ|NZTH|NZTH|Thames|Thames|Thames|Thames|New Zealand|New Zealand
TNA|TNA|ZSJN|ZSJN|Jinan|Jinan|Jinan|Jinan|China|China
TNB|TNB|WRLH|WRLH|Tanah Grogot|Tanah Grogot|Tanah Grogot|Tanah Grogot|Indonesia|Indonesia
TNC|TNC|PATC|PATC|Tin City Afs|Tin City Afs|Tin City, AK|Tin City, AK|United States|United States
TND|TND|MUTD|MUTD|Trinidad|Trinidad|Trinidad|Trinidad|Cuba|Cuba
TNE|TNE|RJFG|RJFG|Tanegashima|Tanegashima|Tanegashima|Tanegashima|Japan|Japan
TNF|TNF|LFPN|LFPN|Toussus-le-noble|Toussus-le-noble|Toussus-Le-Noble|Toussus-Le-Noble|France|France
TNG|TNG|GMTT|GMTT|Boukhalef|Boukhalef|Tangier|Tangier|Morocco|Morocco
TNH|TNH|ZYTN|ZYTN|Tonghua Liuhe|Tonghua Liuhe|Tonghua|Tonghua|China|China
TNI|TNI|VIST|VIST|Satna|Satna|Satna|Satna|India|India
TNJ|TNJ|WIDN|WIDN|Kidjang|Kidjang|Tanjung Pinang|Tanjung Pinang|Indonesia|Indonesia
TNK|TNK|||Tununak|Tununak|Tununak|Tununak|United States|United States
TNL|TNL|UKLT|UKLT|Ternopol|Ternopol|Ternopol|Ternopol|Ukraine|Ukraine
TNM|TNM|KTRI|KTRI|Teniente R. Marsh Martin|Teniente R. Marsh Martin|Teniente R. Marsh Martin|Teniente R. Marsh Martin|Antarctica|Antarctica
TNN|TNN|RCNN|RCNN|Tainan|Tainan|Tainan|Tainan|Taiwan|Taiwan
TNO|TNO|MRTM|MRTM|Tamarindo|Tamarindo|Tamarindo|Tamarindo|Costa Rica|Costa Rica
TNP|TNP|KTNP|KTNP|Twentynine Palms|Twentynine Palms|Twentynine Palms|Twentynine Palms|United States|United States
TNQ|TNQ|||Teraina|Teraina|Teraina|Teraina|Kiribati|Kiribati
TNR|TNR|FMMI|FMMI|Antananarivo|Antananarivo|Antananarivo|Antananarivo|Madagascar|Madagascar
TNS|TNS|||Tungsten|Tungsten|Tungsten|Tungsten|Canada|Canada
TNT|TNT|KTNT|KTNT|Dade Collier|Dade Collier|Miami|Miami|United States|United States
TNU|TNU|KTNU|KTNU|Municipal|Municipal|Newton|Newton|United States|United States
TNV|TNV|PLFA|PLFA|Tabuaeran|Tabuaeran|Tabuaeran|Tabuaeran|Kiribati|Kiribati
TNX|TNX|VDST|VDST|Stung Treng|Stung Treng|Stung Treng|Stung Treng|Cambodia|Cambodia
TNZ|TNZ|DTTA|DTTA|Tosontsengel|Tosontsengel|Tosontsengel|Tosontsengel|Mongolia|Mongolia
TOA|TOA|KTOA|KTOA|Torrance Airport|Torrance Airport|Torrance|Torrance|United States|United States
TOB|TOB|HLGN|HLGN|Tobruk|Tobruk|Tobruk|Tobruk|Libya|Libya
TOC|TOC|KTOC|KTOC|Toccoa|Toccoa|Toccoa|Toccoa|Italy|Italy
TOD|TOD|WMBT|WMBT|Tioman|Tioman|Tioman|Tioman|Malaysia|Malaysia
TOE|TOE|DTTZ|DTTZ|Tozeur|Tozeur|Tozeur|Tozeur|Tunisia|Tunisia
TOF|TOF|UNTT|UNTT|Bogashevo|Bogashevo|Tomsk|Tomsk|Russian Federation|Russian Federation
TOG|TOG|PATG|PATG|Togiak Village|Togiak Village|Togiak Village|Togiak Village|United States|United States
TOH|TOH|NVSD|NVSD|Torres Airstrip|Torres Airstrip|Torres|Torres|Venezuela|Venezuela
TOI|TOI|KTOI|KTOI|Municipal|Municipal|Troy|Troy|Kazakhstan|Kazakhstan
TOJ|TOJ|LETO|LETO|Torrejon Afb|Torrejon Afb|Madrid|Madrid|Spain|Spain
TOK|TOK|||Torokina|Torokina|Torokina|Torokina|Papua New Guinea|Papua New Guinea
TOL|TOL|KTOL|KTOL|Toledo Express|Toledo Express|Toledo, OH|Toledo, OH|United States|United States
TOM|TOM|GATB|GATB|Tombouctou|Tombouctou|Tombouctou|Tombouctou|Mali|Mali
TON|TON|||Tonu|Tonu|Tonu|Tonu|Turkey|Turkey
TOO|TOO|MRSV|MRSV|San Vito|San Vito|San Vito|San Vito|Italy|Italy
TOP|TOP|KTOP|KTOP|Philip Billard|Philip Billard|Topeka|Topeka|United States|United States
TOQ|TOQ|SCBE|SCBE|Barriles|Barriles|Tocopilla|Tocopilla|Chile|Chile
TOR|TOR|KTOR|KTOR|Municipal|Municipal|Torrington|Torrington|United States|United States
TOS|TOS|ENTC|ENTC|Tromso/langnes|Tromso/langnes|Tromso|Tromso|Norway|Norway
TOT|TOT|SMCO|SMCO|Coronie|Coronie|Totness|Totness|Suriname|Suriname
TOU|TOU|NWWU|NWWU|Touho|Touho|Touho|Touho|New Caledonia|New Caledonia
TOV|TOV|||West End SPB|West End SPB|Tortola|Tortola|British Virgin Islands|British Virgin Islands
TOW|TOW|SBTD|SBTD|Toledo|Toledo|Toledo|Toledo|Peru|Peru
TOX|TOX|USTO|USTO|Tobolsk|Tobolsk|Tobolsk|Tobolsk|Russian Federation|Russian Federation
TOY|TOY|RJNT|RJNT|Toyama|Toyama|Toyama|Toyama|Japan|Japan
TOZ|TOZ|DITM|DITM|Touba|Touba|Touba|Touba|Cote D&#039;Ivoire|Cote D&#039;Ivoire
TPA|TPA|KTPA|KTPA|Tampa International|Tampa International|Tampa|Tampa|United States|United States
TPC|TPC|SETR|SETR|Tarapoa|Tarapoa|Tarapoa|Tarapoa|Ecuador|Ecuador
TPE|TPE|RCTP|RCTP|Taiwan Taoyuan International (Chiang Kai Shek International)|Taiwan Taoyuan International (Chiang Kai Shek International)|Taipei|Taipei|Taiwan|Taiwan
TPG|TPG|WMBI|WMBI|Taiping|Taiping|Taiping|Taiping|Malaysia|Malaysia
TPH|TPH|KTPH|KTPH|Tonopah Arpt|Tonopah Arpt|Tonopah|Tonopah|United States|United States
TPI|TPI|||Tapini|Tapini|Tapini|Tapini|Papua New Guinea|Papua New Guinea
TPJ|TPJ|VNTJ|VNTJ|Taplejung Suketar|Taplejung Suketar|Taplejung|Taplejung|Nepal|Nepal
TPK|TPK|WITA|WITA|Tapaktuan|Tapaktuan|Tapaktuan|Tapaktuan|Indonesia|Indonesia
TPL|TPL|KTPL|KTPL|Draughon-miller Central Texas Regional|Draughon-miller Central Texas Regional|Temple, TX|Temple, TX|United States|United States
TPN|TPN|SETI|SETI|Tiputini|Tiputini|Tiputini|Tiputini|Ecuador|Ecuador
TPO|TPO|PALJ|PALJ|Tanalian Point|Tanalian Point|Tanalian Point|Tanalian Point|United States|United States
TPP|TPP|SPST|SPST|Tarapoto|Tarapoto|Tarapoto|Tarapoto|Peru|Peru
TPQ|TPQ|MMEP|MMEP|Tepic|Tepic|Tepic|Tepic|Mexico|Mexico
TPR|TPR|||Tom Price|Tom Price|Tom Price|Tom Price|Australia|Australia
TPS|TPS|LICT|LICT|Birgi|Birgi|Trapani|Trapani|Italy|Italy
TPT|TPT|||Tapeta|Tapeta|Tapeta|Tapeta|Liberia|Liberia
TPU|TPU|VNTP|VNTP|Tikapur|Tikapur|Tikapur|Tikapur|Nepal|Nepal
TPX|TPX|KFOE|KFOE|Tupai|Tupai|Tupai|Tupai|French Polynesia|French Polynesia
TQN|TQN|OATQ|OATQ|Taluqan|Taluqan|Taluqan|Taluqan|Afghanistan|Afghanistan
TQR|TQR|SBPV|SBPV|San Domino Island|San Domino Island|San Domino Island|San Domino Island|Italy|Italy
TQS|TQS|SKTQ|SKTQ|Tres Esquinas|Tres Esquinas|Tres Esquinas|Tres Esquinas|Colombia|Colombia
TRA|TRA|RORT|RORT|Tarama|Tarama|Taramajima|Taramajima|Japan|Japan
TRB|TRB|SKTU|SKTU|Gonzalo|Gonzalo|Turbo|Turbo|Colombia|Colombia
TRC|TRC|MMTC|MMTC|Francisco Sarabia|Francisco Sarabia|Torreon|Torreon|Mexico|Mexico
TRD|TRD|ENVA|ENVA|Vaernes|Vaernes|Trondheim|Trondheim|Norway|Norway
TRE|TRE|EGPU|EGPU|Tiree|Tiree|Tiree|Tiree|United Kingdom|United Kingdom
TRF|TRF|ENTO|ENTO|Sandefjord|Sandefjord|Torp|Torp|Norway|Norway
TRG|TRG|NZTG|NZTG|Tauranga City|Tauranga City|Tauranga|Tauranga|New Zealand|New Zealand
TRH|TRH|KTRH|KTRH|Trona|Trona|Trona|Trona|United States|United States
TRI|TRI|KTRI|KTRI|Tri-cities Regional|Tri-cities Regional|Blountville|Blountville|United States|United States
TRJ|TRJ|||Tarakbits|Tarakbits|Tarakbits|Tarakbits|Papua New Guinea|Papua New Guinea
TRK|TRK|WALR|WALR|Juwata|Juwata|Tarakan|Tarakan|Indonesia|Indonesia
TRL|TRL|KTRL|KTRL|Terrell Field|Terrell Field|Terrell|Terrell|Australia|Australia
TRM|TRM|KTRM|KTRM|Thermal|Thermal|Thermal|Thermal|United States|United States
TRN|TRN|LIMF|LIMF|Sandro Pertini (caselle)|Sandro Pertini (caselle)|Turin|Turin|Italy|Italy
TRO|TRO|YTRE|YTRE|Taree|Taree|Taree|Taree|Australia|Australia
TRP|TRP|KTRP|KTRP|Coast Guard Heliport|Coast Guard Heliport|Tree Point|Tree Point|Greece|Greece
TRQ|TRQ|SBTK|SBTK|Tarauaca|Tarauaca|Tarauaca|Tarauaca|Brazil|Brazil
TRR|TRR|VCCT|VCCT|China Bay|China Bay|Trincomalee|Trincomalee|Sri Lanka|Sri Lanka
TRS|TRS|LIPQ|LIPQ|Ronchi Dei Legionari|Ronchi Dei Legionari|Trieste|Trieste|Italy|Italy
TRT|TRT|KTRI|KTRI|Tremonton|Tremonton|Tremonton|Tremonton|Brazil|Brazil
TRU|TRU|SPRU|SPRU|Trujillo|Trujillo|Trujillo|Trujillo|Peru|Peru
TRV|TRV|VOTV|VOTV|Thiruvananthapuram International|Thiruvananthapuram International|Trivandrum|Trivandrum|India|India
TRW|TRW|NGTA|NGTA|Bonriki|Bonriki|Tarawa|Tarawa|Kiribati|Kiribati
TRX|TRX|KTRX|KTRX|Memorial|Memorial|Trenton|Trenton|Canada|Canada
TRY|TRY|HUTO|HUTO|Tororo|Tororo|Tororo|Tororo|Kenya|Kenya
TRZ|TRZ|VOTR|VOTR|Civil|Civil|Tiruchirapally|Tiruchirapally|India|India
TSA|TSA|RCSS|RCSS|Sung Shan|Sung Shan|Taipei|Taipei|Taiwan|Taiwan
TSB|TSB|FYTM|FYTM|Tsumeb|Tsumeb|Tsumeb|Tsumeb|Namibia|Namibia
TSC|TSC|SETH|SETH|Taisha|Taisha|Taisha|Taisha|Ecuador|Ecuador
TSD|TSD|||Tshipise|Tshipise|Tshipise|Tshipise|Democratic Republic Of Congo|Democratic Republic Of Congo
TSE|TSE|UACC|UACC|Astana|Astana|Astana|Astana|Kazakhstan|Kazakhstan
TSF|TSF|LIPH|LIPH|S. Angelo|S. Angelo|Treviso|Treviso|Italy|Italy
TSG|TSG|KTSG|KTSG|Intermediate|Intermediate|Tanacross|Tanacross|United States|United States
TSH|TSH|FZUK|FZUK|Tshikapa|Tshikapa|Tshikapa|Tshikapa|Democratic Republic Of Congo|Democratic Republic Of Congo
TSI|TSI|||Tsili Tsili|Tsili Tsili|Tsili Tsili|Tsili Tsili|Papua New Guinea|Papua New Guinea
TSJ|TSJ|RJDT|RJDT|Tsushima|Tsushima|Tsushima|Tsushima|Japan|Japan
TSK|TSK|||Taskul|Taskul|Taskul|Taskul|Papua New Guinea|Papua New Guinea
TSL|TSL|MMTN|MMTN|Tamuin|Tamuin|Tamuin|Tamuin|Mexico|Mexico
TSM|TSM|KSKX|KSKX|Taos|Taos|Taos|Taos|United States|United States
TSN|TSN|ZBTJ|ZBTJ|Tianjin Binhai International|Tianjin Binhai International|Tianjin|Tianjin|China|China
TSO|TSO|EGHT|EGHT|Tresco|Tresco|Isles Of Scilly|Isles Of Scilly|United Kingdom|United Kingdom
TSP|TSP|KTSP|KTSP|Kern County|Kern County|Tehachapi, CA|Tehachapi, CA|United States|United States
TSQ|TSQ|FXTA|FXTA|Torres|Torres|Torres|Torres|Venezuela|Venezuela
TSR|TSR|LRTR|LRTR|Timisoara (traian Vuia) International|Timisoara (traian Vuia) International|Timisoara|Timisoara|Romania|Romania
TSS|TSS|||East 34th St Heliport|East 34th St Heliport|New York|New York|United States|United States
TST|TST|VTST|VTST|Trang|Trang|Trang|Trang|Thailand|Thailand
TSU|TSU|NGTS|NGTS|Tabiteuea South|Tabiteuea South|Tabiteuea South|Tabiteuea South|Kiribati|Kiribati
TSV|TSV|YBTL|YBTL|Townsville International|Townsville International|Townsville|Townsville|Australia|Australia
TSW|TSW|||Tsewi|Tsewi|Tsewi|Tsewi|Papua New Guinea|Papua New Guinea
TSX|TSX|WALT|WALT|Tanjung Santan|Tanjung Santan|Tanjung Santan|Tanjung Santan|Indonesia|Indonesia
TSY|TSY|WICM|WICM|Tasikmalaya|Tasikmalaya|Tasikmalaya|Tasikmalaya|Indonesia|Indonesia
TSZ|TSZ|ZMTG|ZMTG|Tsetserleg|Tsetserleg|Tsetserleg|Tsetserleg|Mongolia|Mongolia
TTA|TTA|GMAT|GMAT|Tan Tan|Tan Tan|Tan Tan|Tan Tan|Peru|Peru
TTB|TTB|LIET|LIET|Arbatax|Arbatax|Tortoli|Tortoli|Italy|Italy
TTC|TTC|SCTT|SCTT|Taltal|Taltal|Taltal|Taltal|Chile|Chile
TTD|TTD|KTTD|KTTD|Troutdale|Troutdale|Troutdale|Troutdale|United States|United States
TTE|TTE|WAMT|WAMT|Babullah|Babullah|Ternate|Ternate|Indonesia|Indonesia
TTG|TTG|SAST|SAST|Tartagal|Tartagal|Tartagal|Tartagal|Argentina|Argentina
TTH|TTH|OOTH|OOTH|Thumrait|Thumrait|Thumrait|Thumrait|Oman|Oman
TTI|TTI|NTTE|NTTE|Tetiaroa Is|Tetiaroa Is|Tetiaroa Is|Tetiaroa Is|French Polynesia|French Polynesia
TTJ|TTJ|RJOR|RJOR|Tottori|Tottori|Tottori|Tottori|Japan|Japan
TTL|TTL|NFUL|NFUL|Turtle Island|Turtle Island|Turtle Island|Turtle Island|Fiji|Fiji
TTM|TTM|||Tablon De Tamara|Tablon De Tamara|Tablon De Tamara|Tablon De Tamara|Colombia|Colombia
TTN|TTN|KTTN|KTTN|Trenton Mercer Airport|Trenton Mercer Airport|Trenton, NJ|Trenton, NJ|United States|United States
TTO|TTO|KBTN|KBTN|Municipal|Municipal|Britton|Britton|United States|United States
TTQ|TTQ|MRBT|MRBT|Tortuquero|Tortuquero|Tortuquero|Tortuquero|Costa Rica|Costa Rica
TTR|TTR|WAWT|WAWT|Tana Toraja|Tana Toraja|Tana Toraja|Tana Toraja|Indonesia|Indonesia
TTS|TTS|FMNT|FMNT|Tsaratanana|Tsaratanana|Tsaratanana|Tsaratanana|Madagascar|Madagascar
TTT|TTT|RCFN|RCFN|Taitung|Taitung|Taitung|Taitung|Taiwan|Taiwan
TTU|TTU|GMTN|GMTN|Sania Ramel|Sania Ramel|Tetuan|Tetuan|Morocco|Morocco
TUA|TUA|SETU|SETU|Tulcan|Tulcan|Tulcan|Tulcan|Ecuador|Ecuador
TUB|TUB|NTAT|NTAT|Tubuai|Tubuai|Tubuai|Tubuai|French Polynesia|French Polynesia
TUC|TUC|SANT|SANT|Benj Matienzo|Benj Matienzo|Tucuman|Tucuman|Argentina|Argentina
TUD|TUD|GOTT|GOTT|Tambacounda|Tambacounda|Tambacounda|Tambacounda|Senegal|Senegal
TUE|TUE|||Tupile|Tupile|Tupile|Tupile|Panama|Panama
TUF|TUF|LFOT|LFOT|St Symphorien|St Symphorien|Tours|Tours|France|France
TUG|TUG|RPUT|RPUT|Tuguegarao|Tuguegarao|Tuguegarao|Tuguegarao|Philippines|Philippines
TUH|TUH|||Arnold AFS|Arnold AFS|Tullahoma|Tullahoma|United States|United States
TUI|TUI|OETR|OETR|Turaif|Turaif|Turaif|Turaif|Saudi Arabia|Saudi Arabia
TUJ|TUJ|||Tum|Tum|Tum|Tum|Ethiopia|Ethiopia
TUK|TUK|OPTU|OPTU|Turbat|Turbat|Turbat|Turbat|Pakistan|Pakistan
TUL|TUL|KTUL|KTUL|Tulsa International|Tulsa International|Tulsa|Tulsa|United States|United States
TUM|TUM|YTMU|YTMU|Tumut|Tumut|Tumut|Tumut|Australia|Australia
TUN|TUN|DTTA|DTTA|Carthage|Carthage|Tunis|Tunis|Tunisia|Tunisia
TUO|TUO|NZAP|NZAP|Taupo|Taupo|Taupo|Taupo|New Zealand|New Zealand
TUP|TUP|KTUP|KTUP|Lemons Municipal|Lemons Municipal|Tupelo|Tupelo|United States|United States
TUQ|TUQ|DFOT|DFOT|Tougan|Tougan|Tougan|Tougan|Burkina Faso|Burkina Faso
TUR|TUR|SBTU|SBTU|Tucurui|Tucurui|Tucurui|Tucurui|Brazil|Brazil
TUS|TUS|KTUS|KTUS|Tucson International Airport|Tucson International Airport|Tucson, AZ|Tucson, AZ|United States|United States
TUT|TUT|||Tauta|Tauta|Tauta|Tauta|Papua New Guinea|Papua New Guinea
TUU|TUU|OETB|OETB|Tabuk|Tabuk|Tabuk|Tabuk|Saudi Arabia|Saudi Arabia
TUV|TUV|SVTC|SVTC|Tucupita|Tucupita|Tucupita|Tucupita|Venezuela|Venezuela
TUW|TUW|||Tubala|Tubala|Tubala|Tubala|Indonesia|Indonesia
TUX|TUX|||Tumbler Ridge|Tumbler Ridge|Tumbler Ridge|Tumbler Ridge|United Kingdom|United Kingdom
TUY|TUY|MMTU|MMTU|Tulum|Tulum|Tulum|Tulum|Mexico|Mexico
TUZ|TUZ|||Tucuma|Tucuma|Tucuma|Tucuma|Brazil|Brazil
TVA|TVA|FMMR|FMMR|Morafenobe|Morafenobe|Morafenobe|Morafenobe|Madagascar|Madagascar
TVC|TVC|KTVC|KTVC|Cherry Capital Airport|Cherry Capital Airport|Traverse City|Traverse City|United States|United States
TVF|TVF|KTVF|KTVF|Regional|Regional|Thief River Falls|Thief River Falls|United States|United States
TVI|TVI|KTVI|KTVI|Municipal|Municipal|Thomasville|Thomasville|United States|United States
TVL|TVL|KTVL|KTVL|South Lake Tahoe|South Lake Tahoe|South Lake Tahoe|South Lake Tahoe|United States|United States
TVU|TVU|NFNM|NFNM|Matei|Matei|Taveuni|Taveuni|Fiji|Fiji
TVY|TVY|VYDW|VYDW|Dawe|Dawe|Dawe|Dawe|Myanmar|Myanmar
TWA|TWA|||Twin Hills|Twin Hills|Twin Hills|Twin Hills|United States|United States
TWB|TWB|YTWB|YTWB|Toowoomba|Toowoomba|Toowoomba|Toowoomba|Australia|Australia
TWD|TWD|||Port Townsend|Port Townsend|Port Townsend|Port Townsend|United States|United States
TWE|TWE|||Taylor|Taylor|Taylor|Taylor|United States|United States
TWF|TWF|KTWF|KTWF|Joslin Field - Magic Valley Regional|Joslin Field - Magic Valley Regional|Twin Falls, ID|Twin Falls, ID|United States|United States
TWH|TWH|||Two Harbors|Two Harbors|Catalina Island|Catalina Island|United States|United States
TWN|TWN|||Tewantin|Tewantin|Tewantin|Tewantin|Australia|Australia
TWP|TWP|||Torwood|Torwood|Torwood|Torwood|Australia|Australia
TWT|TWT|KTWT|KTWT|Tawitawi|Tawitawi|Tawitawi|Tawitawi|Philippines|Philippines
TWU|TWU|WBKW|WBKW|Tawau|Tawau|Tawau|Tawau|Malaysia|Malaysia
TWY|TWY|||Tawa|Tawa|Tawa|Tawa|Poland|Poland
TWZ|TWZ|EGNV|EGNV|Pukaki/Twizel|Pukaki/Twizel|Mount Cook|Mount Cook|New Zealand|New Zealand
TXF|TXF|NZTL|NZTL|Teixeira de Freitas|Teixeira de Freitas|Teixeira de Freitas|Teixeira de Freitas|Brazil|Brazil
TXG|TXG|RCLG|RCLG|Taichung|Taichung|Taichung|Taichung|Taiwan|Taiwan
TXK|TXK|KTXK|KTXK|Municipal|Municipal|Texarkana|Texarkana|United States|United States
TXL|TXL|EDDT|EDDT|Berlin-tegel / Otto Lilienthal|Berlin-tegel / Otto Lilienthal|Berlin|Berlin|Germany|Germany
TXM|TXM|WAST|WAST|Teminabuan|Teminabuan|Teminabuan|Teminabuan|Indonesia|Indonesia
TXN|TXN|ZSTX|ZSTX|Tunxi|Tunxi|Tunxi|Tunxi|China|China
TXR|TXR|||Tanbar|Tanbar|Tanbar|Tanbar|Australia|Australia
TXU|TXU|DITB|DITB|Tabou|Tabou|Tabou|Tabou|Cote D&#039;Ivoire|Cote D&#039;Ivoire
TYA|TYA|UUBT|UUBT|Tula|Tula|Tula|Tula|Russian Federation|Russian Federation
TYB|TYB|YTIB|YTIB|Tibooburra|Tibooburra|Tibooburra|Tibooburra|Australia|Australia
TYD|TYD|UHBW|UHBW|Tynda|Tynda|Tynda|Tynda|Russian Federation|Russian Federation
TYE|TYE|KTYE|KTYE|Tyonek|Tyonek|Tyonek|Tyonek|United States|United States
TYF|TYF|ESST|ESST|Torsby Airport|Torsby Airport|Torsby|Torsby|Sweden|Sweden
TYG|TYG|YTHY|YTHY|Thylungra|Thylungra|Thylungra|Thylungra|Australia|Australia
TYL|TYL|SPYL|SPYL|Talara|Talara|Talara|Talara|Peru|Peru
TYM|TYM|MYES|MYES|Staniel Cay|Staniel Cay|Staniel Cay|Staniel Cay|Bahamas|Bahamas
TYN|TYN|ZBYN|ZBYN|Taiyuan|Taiyuan|Taiyuan|Taiyuan|China|China
